salesman_id,country_id,product_id,date,Amount,Boxes Shipped
00001,C-003,0000005,2022-02-25,10486,198
00004,C-003,0000001,2022-02-22,17626,103
00005,C-004,0000012,2022-01-12,4494,187
00007,C-001,0000017,2022-05-25,105,125
00021,C-002,0000004,2022-02-01,2464,8
00008,C-001,0000009,2022-04-27,1379,70
00003,C-005,0000004,2022-07-22,2583,126
00015,C-004,0000001,2022-01-26,3220,265
00015,C-005,0000001,2022-08-24,4802,296
00023,C-004,0000014,2022-01-18,5677,21
00011,C-002,0000002,2022-03-30,945,83
00025,C-003,0000021,2022-01-17,8757,162
00021,C-005,0000014,2022-02-17,4816,145
00021,C-006,0000003,2022-04-08,7532,44
00003,C-006,0000010,2022-07-06,3549,82
00016,C-002,0000014,2022-04-04,4340,226
00004,C-004,0000011,2022-03-02,1799,207
00003,C-004,0000018,2022-08-09,1127,176
00018,C-003,0000012,2022-06-09,10038,286
00025,C-001,0000021,2022-06-02,2926,300
00002,C-005,0000014,2022-07-05,6279,235
00020,C-006,0000009,2022-08-11,308,125
00023,C-002,0000019,2022-02-11,3500,145
00021,C-004,0000013,2022-08-11,658,65
00014,C-003,0000010,2022-05-12,12565,102
00019,C-005,0000012,2022-07-15,5012,93
00020,C-002,0000011,2022-01-18,3955,134
00023,C-001,0000014,2022-01-05,8512,189
00015,C-003,0000007,2022-06-29,504,232
00007,C-006,0000018,2022-06-14,2800,45
00006,C-002,0000001,2022-08-08,4256,67
00018,C-002,0000001,2022-03-23,13573,138
00009,C-002,0000021,2022-01-04,6566,99
00007,C-002,0000012,2022-02-22,13503,251
00013,C-001,0000013,2022-02-17,8680,252
00009,C-005,0000017,2022-02-03,385,78
00002,C-006,0000018,2022-03-17,1267,130
00019,C-003,0000020,2022-01-25,2961,154
00007,C-003,0000012,2022-07-27,1981,52
00016,C-003,0000014,2022-01-28,7959,53
00023,C-003,0000011,2022-07-05,10794,50
00002,C-002,0000015,2022-03-15,1897,44
00006,C-006,0000006,2022-08-04,2744,200
00004,C-005,0000014,2022-06-27,4382,361
00004,C-006,0000006,2022-07-13,4515,172
00009,C-004,0000016,2022-02-24,5474,239
00011,C-004,0000002,2022-06-28,6069,55
00005,C-003,0000002,2022-06-30,6944,27
00015,C-006,0000019,2022-08-18,5859,7
00017,C-002,0000022,2022-01-24,12173,301
00013,C-005,0000015,2022-03-11,5292,134
00025,C-004,0000006,2022-06-23,5705,350
00016,C-002,0000013,2022-08-22,2492,33
00006,C-006,0000007,2022-01-04,3024,23
00015,C-002,0000012,2022-04-05,3437,201
00013,C-002,0000012,2022-04-15,1869,323
00016,C-003,0000015,2022-05-11,3171,220
00020,C-006,0000016,2022-07-21,4858,488
00004,C-004,0000008,2022-02-11,1225,84
00020,C-006,0000004,2022-07-08,1155,79
00006,C-001,0000018,2022-08-11,6811,344
00016,C-004,0000006,2022-08-04,6433,7
00020,C-004,0000008,2022-06-14,8169,88
00018,C-001,0000020,2022-01-17,2275,275
00001,C-006,0000008,2022-06-23,3857,512
00001,C-001,0000004,2022-08-24,1463,113
00020,C-001,0000021,2022-06-07,7924,275
00004,C-001,0000015,2022-06-22,8799,47
00024,C-005,0000014,2022-07-13,2898,276
00021,C-001,0000019,2022-05-24,9506,212
00006,C-004,0000006,2022-08-09,7175,145
00017,C-006,0000002,2022-04-06,1729,31
00004,C-004,0000016,2022-07-28,1589,271
00006,C-004,0000018,2022-08-24,630,52
00002,C-003,0000005,2022-01-17,112,128
00015,C-005,0000010,2022-02-07,5187,142
00007,C-003,0000013,2022-05-09,6223,256
00010,C-004,0000002,2022-06-06,7714,106
00019,C-005,0000019,2022-06-06,9457,6
00013,C-004,0000011,2022-05-24,6678,226
00006,C-001,0000007,2022-01-13,2107,121
00012,C-005,0000018,2022-05-23,6069,151
00001,C-001,0000015,2022-06-29,1862,284
00001,C-004,0000002,2022-03-11,6972,89
00024,C-005,0000002,2022-04-25,10220,508
00008,C-003,0000004,2022-05-30,3969,243
00015,C-002,0000016,2022-05-23,1547,170
00010,C-005,0000003,2022-05-23,1162,18
00002,C-006,0000003,2022-06-24,6342,282
00021,C-004,0000004,2022-03-11,10633,277
00008,C-005,0000004,2022-07-27,15057,212
00008,C-005,0000015,2022-08-16,4704,126
00014,C-006,0000004,2022-03-07,9338,11
00015,C-004,0000006,2022-04-05,7959,30
00022,C-002,0000002,2022-05-04,9023,51
00025,C-005,0000019,2022-01-04,14525,92
00012,C-003,0000020,2022-01-13,5810,101
00019,C-004,0000014,2022-07-11,6426,98
00017,C-003,0000001,2022-05-17,4403,159
00022,C-004,0000003,2022-07-21,1582,62
00015,C-006,0000011,2022-02-22,791,22
00004,C-002,0000005,2022-05-23,9100,187
00008,C-006,0000010,2022-07-12,9884,200
00004,C-001,0000008,2022-06-15,3780,201
00009,C-004,0000007,2022-06-23,4557,308
00015,C-003,0000009,2022-03-25,5796,55
00004,C-002,0000021,2022-07-04,84,153
00020,C-001,0000015,2022-05-12,9037,101
00022,C-004,0000018,2022-04-04,4746,137
00023,C-003,0000008,2022-04-15,6713,398
00014,C-006,0000009,2022-03-08,6237,88
00011,C-002,0000015,2022-01-17,7483,232
00019,C-002,0000001,2022-08-22,1309,51
00020,C-001,0000005,2022-07-25,1155,66
00012,C-001,0000007,2022-06-14,2989,124
00025,C-002,0000019,2022-04-05,9625,78
00023,C-001,0000018,2022-08-26,7357,341
00019,C-003,0000007,2022-08-03,10031,114
00003,C-006,0000015,2022-07-11,6587,4
00019,C-004,0000009,2022-03-11,3311,22
00007,C-001,0000003,2022-01-10,15330,30
00014,C-001,0000020,2022-04-04,14028,351
00011,C-003,0000007,2022-01-17,6678,708
00012,C-004,0000011,2022-07-08,8624,50
00004,C-001,0000011,2022-04-12,1197,356
00008,C-006,0000014,2022-08-24,483,185
00025,C-001,0000019,2022-06-07,1687,236
00006,C-006,0000017,2022-07-28,1309,30
00016,C-005,0000005,2022-02-21,9534,111
00018,C-006,0000001,2022-04-08,1694,289
00007,C-001,0000016,2022-06-28,70,103
00002,C-001,0000020,2022-03-24,2443,20
00009,C-003,0000021,2022-07-29,2933,55
00018,C-005,0000009,2022-05-25,2044,90
00003,C-003,0000018,2022-03-30,6524,303
00018,C-005,0000011,2022-07-18,12656,126
00013,C-006,0000008,2022-05-10,8722,109
00010,C-003,0000019,2022-03-18,15750,92
00025,C-002,0000021,2022-06-15,6839,56
00002,C-006,0000007,2022-05-12,13685,58
00021,C-004,0000020,2022-06-23,2912,110
00013,C-002,0000013,2022-04-21,3339,171
00003,C-003,0000017,2022-08-17,910,117
00008,C-004,0000009,2022-02-07,19481,51
00021,C-006,0000004,2022-03-17,8099,118
00004,C-002,0000020,2022-08-01,13727,79
00001,C-003,0000012,2022-03-18,8659,29
00003,C-006,0000014,2022-06-14,5782,103
00013,C-001,0000009,2022-04-22,8463,155
00012,C-004,0000009,2022-01-18,4914,31
00016,C-003,0000005,2022-08-26,3087,128
00006,C-004,0000014,2022-06-10,9205,419
00015,C-006,0000022,2022-01-31,2303,7
00021,C-004,0000016,2022-04-08,1358,106
00024,C-003,0000020,2022-06-07,3605,68
00009,C-003,0000002,2022-02-10,8498,44
00013,C-003,0000007,2022-05-16,700,457
00006,C-002,0000020,2022-03-18,2191,524
00002,C-003,0000007,2022-07-13,644,137
00005,C-005,0000016,2022-07-25,4340,86
00002,C-006,0000019,2022-08-19,2282,296
00011,C-006,0000022,2022-06-24,7714,597
00021,C-006,0000014,2022-06-20,826,149
00022,C-002,0000005,2022-08-02,203,207
00023,C-004,0000022,2022-02-22,13356,93
00010,C-004,0000008,2022-02-01,6510,23
00004,C-006,0000022,2022-02-14,5894,305
00021,C-003,0000012,2022-02-24,7910,125
00018,C-002,0000008,2022-03-18,784,129
00016,C-001,0000009,2022-08-30,1750,252
00003,C-005,0000003,2022-05-09,280,75
00019,C-005,0000004,2022-01-18,504,87
00015,C-002,0000015,2022-07-04,7154,342
00005,C-004,0000013,2022-06-03,1617,13
00013,C-004,0000003,2022-02-23,10822,30
00024,C-004,0000005,2022-05-09,10724,203
00021,C-002,0000022,2022-06-06,3640,106
00021,C-002,0000010,2022-07-04,7532,234
00007,C-004,0000010,2022-06-06,1582,100
00024,C-003,0000017,2022-05-13,1456,91
00019,C-004,0000011,2022-01-31,2016,277
00025,C-004,0000021,2022-06-30,7588,42
00009,C-006,0000016,2022-08-25,3402,249
00003,C-004,0000004,2022-01-10,700,97
00007,C-005,0000016,2022-08-22,1904,8
00014,C-004,0000002,2022-04-14,4844,275
00005,C-001,0000004,2022-05-31,9625,313
00005,C-001,0000018,2022-04-08,4599,323
00014,C-005,0000010,2022-02-21,3003,155
00020,C-003,0000016,2022-03-30,9744,377
00010,C-002,0000018,2022-03-02,1400,2
00001,C-005,0000008,2022-07-28,364,170
00017,C-004,0000022,2022-03-24,7231,38
00015,C-003,0000006,2022-08-11,63,105
00016,C-001,0000017,2022-05-17,8309,166
00017,C-006,0000019,2022-05-18,3164,164
00014,C-001,0000003,2022-08-17,5691,171
00025,C-004,0000009,2022-04-04,490,49
00007,C-002,0000002,2022-08-09,18032,205
00007,C-004,0000011,2022-01-17,637,313
00020,C-006,0000015,2022-02-14,4067,29
00003,C-004,0000008,2022-05-16,8204,307
00025,C-006,0000004,2022-03-16,9870,121
00016,C-006,0000022,2022-01-31,5131,285
00009,C-006,0000011,2022-03-10,1141,205
00005,C-001,0000011,2022-06-30,7980,157
00002,C-004,0000009,2022-03-01,5229,182
00010,C-001,0000010,2022-05-27,3423,100
00005,C-001,0000012,2022-07-11,6468,223
00011,C-004,0000001,2022-03-02,4326,61
00001,C-005,0000018,2022-03-04,7154,133
00021,C-001,0000002,2022-06-23,3997,228
00021,C-005,0000017,2022-01-27,5180,233
00012,C-006,0000008,2022-01-14,2723,425
00018,C-002,0000014,2022-07-29,952,24
00007,C-006,0000004,2022-05-13,5691,495
00009,C-006,0000020,2022-02-03,10969,170
00007,C-002,0000004,2022-05-27,5964,26
00004,C-003,0000010,2022-02-18,2821,24
00007,C-002,0000013,2022-01-28,1302,33
00002,C-001,0000009,2022-06-29,5474,109
00019,C-002,0000021,2022-01-13,4179,276
00001,C-001,0000006,2022-06-27,1946,164
00009,C-006,0000015,2022-03-29,4291,1
00006,C-002,0000011,2022-06-03,7196,160
00010,C-006,0000004,2022-03-21,1939,98
00010,C-002,0000009,2022-04-12,10437,46
00008,C-003,0000018,2022-01-19,6916,259
00011,C-001,0000007,2022-04-06,3647,310
00017,C-003,0000007,2022-08-02,8995,78
00003,C-003,0000009,2022-04-12,7252,136
00005,C-002,0000010,2022-07-21,16380,130
00002,C-004,0000020,2022-03-22,9660,24
00016,C-002,0000003,2022-05-09,4522,5
00020,C-003,0000020,2022-08-09,329,109
00023,C-006,0000019,2022-07-20,3458,294
00007,C-002,0000022,2022-04-14,4641,413
00001,C-006,0000015,2022-01-25,4627,136
00020,C-003,0000017,2022-04-25,3192,175
00024,C-006,0000006,2022-01-17,252,237
00011,C-005,0000009,2022-08-15,868,125
00011,C-006,0000014,2022-06-02,210,16
00006,C-005,0000002,2022-06-30,7007,135
00024,C-004,0000018,2022-02-10,5845,91
00012,C-006,0000021,2022-02-23,1372,614
00018,C-002,0000011,2022-01-27,8428,216
00022,C-001,0000001,2022-05-26,4977,317
00007,C-005,0000022,2022-04-14,1694,21
00023,C-003,0000005,2022-08-01,4326,154
00010,C-003,0000009,2022-08-22,9527,222
00012,C-002,0000005,2022-07-22,10766,157
00016,C-005,0000014,2022-04-28,1288,27
00021,C-003,0000017,2022-05-30,4879,350
00025,C-005,0000012,2022-07-21,2408,157
00004,C-001,0000021,2022-08-02,3094,468
00007,C-004,0000022,2022-06-15,7231,130
00005,C-002,0000002,2022-07-05,8981,130
00017,C-004,0000004,2022-04-12,7,518
00003,C-003,0000022,2022-08-18,1372,105
00004,C-001,0000007,2022-01-12,5250,293
00006,C-006,0000015,2022-08-11,7560,15
00001,C-003,0000013,2022-01-13,5012,384
00016,C-001,0000020,2022-04-29,3038,135
00008,C-004,0000006,2022-07-07,1099,92
00023,C-004,0000001,2022-03-11,7413,4
00023,C-001,0000022,2022-02-16,5397,239
00009,C-003,0000011,2022-01-07,2303,33
00013,C-004,0000010,2022-01-12,1141,518
00013,C-002,0000009,2022-06-09,10325,147
00020,C-002,0000009,2022-05-16,2149,84
00003,C-001,0000002,2022-06-23,12362,94
00014,C-001,0000018,2022-01-28,12635,194
00024,C-001,0000001,2022-07-14,2443,216
00009,C-006,0000010,2022-04-18,6237,247
00005,C-005,0000012,2022-06-14,1736,79
00005,C-001,0000008,2022-04-15,7315,237
00015,C-006,0000003,2022-05-19,4935,63
00003,C-002,0000015,2022-04-13,1393,172
00016,C-006,0000019,2022-08-15,3381,408
00019,C-002,0000019,2022-08-22,2933,233
00019,C-004,0000020,2022-04-22,3836,59
00017,C-001,0000019,2022-08-03,8022,123
00018,C-004,0000011,2022-01-04,371,229
00021,C-006,0000006,2022-01-13,16702,198
00002,C-003,0000020,2022-05-11,13258,32
00016,C-004,0000003,2022-02-16,2058,236
00017,C-001,0000021,2022-05-20,10192,67
00001,C-001,0000010,2022-02-03,7140,438
00013,C-002,0000016,2022-05-06,9835,167
00006,C-001,0000019,2022-06-30,5775,135
00006,C-001,0000004,2022-03-22,749,148
00022,C-006,0000008,2022-02-17,7770,54
00001,C-001,0000002,2022-07-07,5502,64
00005,C-001,0000022,2022-03-16,6223,181
00021,C-001,0000005,2022-08-12,3507,114
00003,C-004,0000006,2022-01-21,5600,181
00005,C-003,0000007,2022-05-06,721,151
00005,C-006,0000007,2022-06-24,6615,137
00009,C-005,0000015,2022-05-05,7420,163
00008,C-004,0000005,2022-03-25,3164,84
00015,C-003,0000021,2022-02-14,9114,140
00015,C-004,0000002,2022-05-12,5404,187
00009,C-004,0000004,2022-01-25,3990,169
00025,C-001,0000002,2022-06-28,14924,12
00018,C-003,0000010,2022-07-13,7091,194
00014,C-005,0000012,2022-05-16,2807,252
00004,C-002,0000006,2022-03-14,6496,168
00006,C-005,0000006,2022-08-15,3738,261
00025,C-002,0000008,2022-02-16,1190,256
00010,C-001,0000016,2022-06-15,8379,43
00009,C-003,0000018,2022-05-27,9268,100
00019,C-005,0000010,2022-06-14,1029,98
00019,C-002,0000009,2022-02-25,3549,76
00019,C-002,0000006,2022-08-04,12026,262
00021,C-002,0000005,2022-06-28,2303,244
00006,C-006,0000013,2022-04-05,13405,12
00023,C-006,0000003,2022-07-05,14763,113
00017,C-004,0000009,2022-01-20,12894,48
00025,C-004,0000010,2022-02-16,8302,131
00015,C-001,0000010,2022-07-12,455,174
00021,C-002,0000018,2022-06-16,8183,254
00024,C-003,0000019,2022-04-13,1645,284
00017,C-001,0000007,2022-02-21,3143,67
00014,C-006,0000019,2022-05-11,5873,249
00025,C-002,0000007,2022-04-15,11298,313
00005,C-006,0000003,2022-06-07,12425,167
00005,C-001,0000015,2022-06-27,1715,286
00009,C-002,0000006,2022-07-29,8190,109
00019,C-006,0000004,2022-06-02,4991,166
00008,C-002,0000001,2022-01-26,15491,85
00008,C-006,0000005,2022-03-02,5096,142
00002,C-003,0000022,2022-01-10,7063,104
00013,C-005,0000022,2022-06-27,2275,115
00009,C-006,0000008,2022-06-30,7602,18
00014,C-003,0000002,2022-07-08,4200,80
00005,C-002,0000013,2022-06-08,11137,88
00004,C-001,0000016,2022-08-18,3388,212
00017,C-003,0000006,2022-04-08,6832,306
00019,C-006,0000014,2022-08-08,3437,181
00019,C-001,0000012,2022-08-26,301,65
00005,C-006,0000014,2022-01-14,1869,158
00018,C-005,0000020,2022-08-11,17465,271
00023,C-005,0000017,2022-05-31,10143,24
00002,C-004,0000007,2022-07-11,3626,10
00011,C-006,0000021,2022-03-02,3346,304
00023,C-003,0000018,2022-07-13,6321,88
00008,C-001,0000013,2022-08-03,9345,133
00015,C-001,0000003,2022-03-01,15008,165
00021,C-004,0000015,2022-04-13,7609,150
00013,C-006,0000014,2022-02-14,10332,180
00010,C-002,0000015,2022-07-26,819,213
00007,C-001,0000010,2022-01-27,5754,133
00001,C-002,0000003,2022-04-14,28,446
00005,C-005,0000017,2022-05-19,6440,141
00016,C-002,0000009,2022-02-09,4956,58
00007,C-001,0000013,2022-05-25,2352,58
00005,C-003,0000016,2022-01-26,3906,76
00013,C-002,0000015,2022-07-04,1813,296
00025,C-002,0000017,2022-04-13,11788,73
00003,C-003,0000004,2022-01-25,5768,119
00022,C-005,0000002,2022-04-25,2401,78
00022,C-005,0000009,2022-06-10,4515,392
00023,C-004,0000015,2022-08-22,10794,51
00002,C-002,0000006,2022-06-27,13706,207
00016,C-002,0000008,2022-06-30,4361,40
00001,C-002,0000017,2022-08-30,10122,100
00011,C-003,0000018,2022-08-23,994,57
00022,C-004,0000005,2022-08-26,2268,42
00003,C-003,0000008,2022-03-09,574,156
00021,C-001,0000010,2022-04-20,1792,23
00010,C-006,0000021,2022-06-10,4844,539
00016,C-003,0000011,2022-02-08,938,158
00007,C-003,0000015,2022-08-25,4879,22
00024,C-002,0000003,2022-02-16,9107,73
00018,C-001,0000005,2022-05-30,12187,27
00003,C-004,0000007,2022-06-29,5670,64
00003,C-005,0000012,2022-06-16,476,133
00007,C-001,0000021,2022-03-04,2681,149
00015,C-004,0000003,2022-03-15,1533,434
00015,C-004,0000007,2022-01-27,9765,85
00013,C-006,0000010,2022-07-05,994,118
00009,C-005,0000021,2022-03-29,3318,299
00010,C-006,0000017,2022-05-12,4214,35
00005,C-005,0000010,2022-03-11,7714,44
00007,C-004,0000009,2022-07-11,4690,299
00006,C-004,0000019,2022-08-01,13062,62
00006,C-001,0000013,2022-02-16,12488,200
00015,C-005,0000006,2022-04-13,14147,235
00005,C-002,0000019,2022-02-14,49,363
00025,C-003,0000003,2022-03-14,10199,68
00005,C-003,0000013,2022-04-26,11389,26
00001,C-006,0000016,2022-04-05,3584,200
00022,C-006,0000010,2022-03-03,12481,264
00017,C-005,0000013,2022-06-13,2107,175
00012,C-004,0000022,2022-02-14,8603,352
00014,C-004,0000005,2022-04-18,7483,183
00005,C-004,0000002,2022-02-01,3381,417
00024,C-004,0000008,2022-08-04,2030,146
00020,C-004,0000017,2022-04-05,6559,158
00011,C-003,0000005,2022-01-26,10822,168
00017,C-001,0000006,2022-01-21,18697,176
00017,C-006,0000006,2022-08-22,5845,172
00017,C-001,0000010,2022-01-27,2317,224
00008,C-001,0000007,2022-02-16,10150,68
00024,C-005,0000018,2022-01-03,3437,46
00011,C-005,0000015,2022-08-24,4592,2
00005,C-005,0000013,2022-02-07,5691,417
00010,C-003,0000004,2022-02-11,4158,109
00017,C-006,0000011,2022-03-29,5684,81
00012,C-005,0000003,2022-06-15,693,350
00018,C-001,0000004,2022-04-26,546,142
00007,C-003,0000011,2022-07-15,4263,264
00013,C-002,0000011,2022-06-23,1036,20
00018,C-003,0000020,2022-01-11,13846,421
00013,C-001,0000007,2022-02-09,2499,271
00002,C-001,0000017,2022-06-06,10689,204
00024,C-001,0000021,2022-08-10,5768,235
00019,C-003,0000004,2022-01-04,2226,46
00020,C-006,0000022,2022-04-08,10262,15
00009,C-001,0000012,2022-03-02,3864,430
00002,C-006,0000010,2022-06-15,4900,709
00001,C-003,0000006,2022-02-14,5250,47
00016,C-001,0000006,2022-07-05,3507,380
00009,C-002,0000001,2022-01-12,7413,465
00015,C-002,0000001,2022-03-03,8155,96
00001,C-004,0000012,2022-05-18,2478,188
00006,C-002,0000021,2022-07-28,2471,202
00015,C-001,0000016,2022-02-07,1666,106
00020,C-002,0000008,2022-05-30,301,421
00010,C-003,0000018,2022-04-25,8400,27
00013,C-006,0000002,2022-02-16,6139,45
00021,C-003,0000010,2022-05-04,1288,60
00002,C-006,0000022,2022-06-02,7077,77
00018,C-005,0000021,2022-07-11,2317,464
00013,C-004,0000013,2022-06-07,63,60
00004,C-001,0000017,2022-07-06,9744,157
00016,C-002,0000018,2022-06-15,9954,154
00024,C-002,0000001,2022-04-14,1260,239
00022,C-002,0000010,2022-08-08,469,163
00012,C-001,0000010,2022-03-29,973,28
00014,C-003,0000011,2022-07-04,3647,76
00025,C-002,0000005,2022-02-16,455,96
00008,C-006,0000013,2022-05-02,2520,156
00002,C-002,0000009,2022-07-21,10500,106
00006,C-003,0000005,2022-08-18,7952,235
00017,C-005,0000002,2022-06-22,483,259
00022,C-001,0000003,2022-07-19,4872,126
00023,C-001,0000003,2022-08-12,7756,85
00023,C-005,0000019,2022-06-07,5446,132
00012,C-006,0000003,2022-03-08,6594,91
00025,C-003,0000019,2022-04-08,1470,167
00015,C-006,0000009,2022-05-06,721,203
00014,C-002,0000010,2022-05-31,4494,11
00002,C-003,0000001,2022-01-13,2674,295
00018,C-005,0000022,2022-03-15,658,77
00020,C-006,0000003,2022-02-16,1127,319
00003,C-005,0000022,2022-01-14,7364,196
00008,C-003,0000015,2022-03-21,6818,102
00014,C-006,0000010,2022-05-17,6776,312
00022,C-004,0000002,2022-08-08,15099,55
00023,C-006,0000012,2022-04-26,3612,82
00023,C-003,0000022,2022-04-15,3710,260
00005,C-006,0000009,2022-05-19,6111,591
00018,C-006,0000010,2022-01-10,2702,24
00010,C-004,0000006,2022-05-04,483,228
00014,C-006,0000015,2022-04-05,5887,268
00020,C-002,0000006,2022-01-17,952,68
00014,C-002,0000013,2022-03-22,10647,173
00024,C-003,0000015,2022-07-05,6055,93
00005,C-006,0000008,2022-04-27,8757,338
00017,C-006,0000017,2022-08-12,6055,73
00004,C-001,0000020,2022-03-11,721,251
00001,C-001,0000014,2022-05-13,8589,229
00018,C-005,0000004,2022-05-12,11781,91
00007,C-005,0000018,2022-01-12,672,194
00023,C-004,0000012,2022-03-29,12558,403
00014,C-002,0000007,2022-03-14,8337,12
00009,C-004,0000005,2022-05-24,8134,195
00018,C-006,0000011,2022-01-28,8491,75
00013,C-002,0000017,2022-05-24,3066,96
00007,C-003,0000003,2022-08-19,301,205
00011,C-003,0000013,2022-05-17,4410,323
00001,C-005,0000015,2022-06-07,6559,119
00025,C-006,0000011,2022-07-26,574,217
00024,C-002,0000009,2022-07-28,2086,384
00011,C-002,0000022,2022-05-23,5075,344
00001,C-001,0000001,2023-01-04,5902,178
00002,C-002,0000002,2023-08-01,8074,100
00003,C-002,0000003,2023-07-07,4666,100
00004,C-003,0000003,2023-04-27,14103,350
00001,C-001,0000003,2023-02-24,14168,178
00002,C-002,0000004,2023-06-06,5769,37
00005,C-001,0000005,2023-01-25,14673,175
00006,C-003,0000006,2023-03-24,3249,78
00001,C-004,0000007,2023-04-20,4526,64
00007,C-003,0000005,2023-07-04,3167,98
00008,C-001,0000004,2023-01-13,4866,65
00009,C-005,0000008,2023-03-10,4254,12
00010,C-006,0000009,2023-01-13,1653,277
00011,C-004,0000010,2023-07-28,171,163
00012,C-004,0000003,2023-08-03,8550,169
00013,C-003,0000011,2023-01-26,7808,355
00002,C-006,0000011,2023-02-14,4561,44
00014,C-005,0000004,2023-04-05,3041,148
00013,C-006,0000012,2023-02-16,9786,248
00015,C-001,0000002,2023-06-08,1131,175
00007,C-003,0000009,2023-06-27,7484,94
00006,C-005,0000013,2023-02-17,1340,166
00012,C-005,0000006,2023-05-30,5481,159
00016,C-001,0000010,2023-03-14,3275,120
00017,C-003,0000009,2023-02-28,7678,118
00011,C-002,0000014,2023-01-26,189,315
00014,C-006,0000013,2023-02-09,1659,193
00016,C-005,0000009,2023-07-07,4169,122
00018,C-004,0000015,2023-07-05,10605,165
00018,C-004,0000016,2023-06-15,5774,325
00002,C-004,0000002,2023-05-24,1839,121
00008,C-001,0000005,2023-06-29,12643,150
00019,C-003,0000016,2023-05-11,4440,95
00011,C-001,0000017,2023-06-30,7699,126
00020,C-006,0000006,2023-05-11,2222,77
00014,C-005,0000016,2023-07-22,10959,302
00020,C-001,0000007,2023-08-24,2855,337
00021,C-004,0000006,2023-07-07,148,74
00022,C-003,0000002,2023-05-19,3791,14
00011,C-002,0000016,2023-07-04,2487,583
00021,C-005,0000006,2023-06-02,1021,17
00011,C-005,0000018,2023-04-15,15370,353
00010,C-006,0000019,2023-07-11,5346,250
00020,C-002,0000013,2023-02-23,6559,154
00023,C-006,0000017,2023-08-22,8283,107
00017,C-005,0000003,2023-02-16,6981,189
00002,C-005,0000007,2023-01-13,10280,155
00015,C-003,0000012,2023-02-14,7704,20
00014,C-002,0000009,2023-06-10,4490,310
00015,C-002,0000014,2023-07-07,5806,190
00015,C-006,0000017,2023-03-24,5149,76
00007,C-003,0000014,2023-06-06,8559,24
00024,C-003,0000010,2023-07-19,94,145
00013,C-005,0000018,2023-04-19,16224,87
00012,C-002,0000002,2023-07-19,2439,175
00001,C-006,0000010,2023-07-15,467,23
00025,C-004,0000013,2023-02-14,4044,18
00007,C-006,0000005,2023-05-18,17675,446
00009,C-003,0000014,2023-06-30,17281,58
00020,C-003,0000007,2023-06-02,5092,219
00020,C-003,0000010,2023-06-28,1657,49
00012,C-003,0000011,2023-05-16,306,189
00021,C-006,0000020,2023-05-26,3377,325
00011,C-002,0000017,2023-07-06,6189,157
00005,C-002,0000005,2023-05-27,10914,11
00019,C-003,0000021,2023-04-14,2342,12
00002,C-003,0000011,2023-08-10,21763,15
00022,C-002,0000007,2023-07-04,10540,398
00005,C-002,0000011,2023-07-08,6666,60
00004,C-005,0000003,2023-07-22,9605,98
00003,C-005,0000019,2023-03-02,13018,103
00003,C-001,0000017,2023-01-10,6046,10
00001,C-004,0000015,2023-03-11,3078,231
00020,C-004,0000003,2023-06-20,971,291
00002,C-001,0000011,2023-08-26,2065,208
00014,C-006,0000012,2023-07-13,680,34
00022,C-005,0000013,2023-02-11,1311,251
00012,C-005,0000008,2023-01-27,8693,184
00002,C-001,0000005,2023-01-31,4993,145
00022,C-005,0000015,2023-08-18,10898,24
00020,C-005,0000018,2023-06-30,15566,21
00024,C-003,0000014,2023-08-23,281,328
00007,C-004,0000001,2023-08-01,66,197
00014,C-004,0000006,2023-05-25,8766,10
00014,C-006,0000011,2023-01-10,4265,85
00018,C-003,0000022,2023-02-07,6088,113
00011,C-005,0000008,2023-05-12,11694,425
00023,C-003,0000013,2023-03-07,7616,392
00018,C-003,0000002,2023-04-05,7807,419
00020,C-006,0000021,2023-01-03,7991,343
00018,C-001,0000009,2023-03-24,6757,276
00023,C-002,0000018,2023-07-07,4409,10
00002,C-005,0000006,2023-07-26,722,255
00019,C-003,0000011,2023-07-07,1896,115
00011,C-006,0000007,2023-07-15,2967,65
00014,C-004,0000008,2023-04-01,51,100
00013,C-003,0000009,2023-06-20,1835,6
00021,C-001,0000014,2023-06-29,14592,509
00012,C-005,0000007,2023-06-15,1114,106
00016,C-005,0000006,2023-04-08,13052,193
00018,C-003,0000018,2023-03-14,5998,31
00020,C-005,0000014,2023-07-15,1588,352
00021,C-002,0000009,2023-04-19,5344,80
00012,C-005,0000005,2023-03-28,4647,317
00007,C-006,0000013,2023-03-04,8930,100
00011,C-004,0000022,2023-08-02,141,38
00016,C-001,0000013,2023-08-25,5069,45
00012,C-005,0000017,2023-02-25,8013,163
00021,C-002,0000008,2023-06-07,10588,134
00004,C-002,0000013,2023-04-12,2156,495
00025,C-002,0000013,2023-07-06,11010,103
00021,C-001,0000004,2023-01-19,6788,192
00023,C-003,0000014,2023-01-05,5715,90
00023,C-006,0000022,2023-01-24,12101,142
00019,C-003,0000010,2023-04-06,624,285
00006,C-003,0000014,2023-06-15,6528,22
00003,C-006,0000020,2023-01-28,1541,47
00021,C-002,0000021,2023-03-16,487,123
00008,C-003,0000010,2023-02-21,11630,431
00021,C-005,0000016,2023-02-16,17298,96
00001,C-006,0000013,2023-01-13,2044,28
00021,C-003,0000009,2023-03-23,8169,570
00015,C-006,0000013,2023-06-16,933,122
00005,C-002,0000018,2023-04-14,6826,44
